mode,text,pref_path,rej_path,rp,rr,correct
T2A,A Banjo player performs a gentle and nostalgic melody with a rhythmic lead harmony.,data/evaluation/rm/musicprefs/wav/17_1.wav,data/evaluation/rm/musicprefs/wav/17_0.wav,-15.318687438964844,-13.224676132202148,0
T2A,A digital lullaby melody with amateur recording.,data/evaluation/rm/musicprefs/wav/18_0.wav,data/evaluation/rm/musicprefs/wav/18_1.wav,-13.021617889404297,-16.983882904052734,1
T2A,"Classical music piece played with virtual wind orchestra consisting of oboe, clarinet, basset horn, bassoon and contrabass in major key.",data/evaluation/rm/musicprefs/wav/19_1.wav,data/evaluation/rm/musicprefs/wav/19_0.wav,-14.226836204528809,-11.694145202636719,0
T2A,"Intense rock song with overdriven electric guitars, powerful drums, and a breakdown section.",data/evaluation/rm/musicprefs/wav/22_1.wav,data/evaluation/rm/musicprefs/wav/22_0.wav,-14.543373107910156,-12.83858585357666,0
T2A,Live performance of a slow melody on distorted electric guitar with acoustic drums and bassline.,data/evaluation/rm/musicprefs/wav/23_1.wav,data/evaluation/rm/musicprefs/wav/23_0.wav,-15.200495719909668,-14.740153312683105,0
T2A,"Upbeat indie rock instrumental with piano melody, simple percussion, distortion guitar, and bass.",data/evaluation/rm/musicprefs/wav/27_1.wav,data/evaluation/rm/musicprefs/wav/27_0.wav,-12.973398208618164,-13.514426231384277,1
T2A,"Electronic soundscape created by a theremin with no melody or vocals, suitable for sci-fi movie soundtracks.",data/evaluation/rm/musicprefs/wav/28_1.wav,data/evaluation/rm/musicprefs/wav/28_0.wav,-15.596007347106934,-15.984781265258789,1
T2A,"An instrumental folk tune with a banjo and violin playing the melody simultaneously, evoking a western movie atmosphere.",data/evaluation/rm/musicprefs/wav/29_0.wav,data/evaluation/rm/musicprefs/wav/29_1.wav,-14.304189682006836,-13.634624481201172,0
T2A,"Fast-paced electronic instrumental with digital drums, synthesizer arrangements, and DJ mixer effects, played live outdoors with enthusiastic audience participation.",data/evaluation/rm/musicprefs/wav/31_1.wav,data/evaluation/rm/musicprefs/wav/31_0.wav,-14.635290145874023,-15.7202787399292,1
T2A,A Banjo player performs a gentle and nostalgic melody with a rhythmic lead harmony.,data/evaluation/rm/musicprefs/wav/32_0.wav,data/evaluation/rm/musicprefs/wav/32_1.wav,-12.747483253479004,-11.8599214553833,0
T2A,"Epic and complex classical song played by an orchestra with string, horn, and brass sections, and a victorious mood.",data/evaluation/rm/musicprefs/wav/33_0.wav,data/evaluation/rm/musicprefs/wav/33_1.wav,-14.971292495727539,-14.683231353759766,0
T2A,Movie soundtrack with eerie violin harmonies and sound effects of destruction and chaos.,data/evaluation/rm/musicprefs/wav/35_1.wav,data/evaluation/rm/musicprefs/wav/35_0.wav,-14.810043334960938,-18.049692153930664,1
T2A,"Fast-paced Hindustani classical instrumental with tabla, sitar, temple bells, acoustic guitar, Manjira taal, and harmonium accompaniment.",data/evaluation/rm/musicprefs/wav/37_1.wav,data/evaluation/rm/musicprefs/wav/37_0.wav,-17.84930419921875,-16.20740509033203,0
T2A,"Techno track with digital drums, synth lead, and reversed digital sounds creating a high pitch note.",data/evaluation/rm/musicprefs/wav/38_0.wav,data/evaluation/rm/musicprefs/wav/38_1.wav,-13.894278526306152,-16.190242767333984,1
T2A,"Slow instrumental with bass, guitar, violin, and Arabic horn playing a melancholic melody.",data/evaluation/rm/musicprefs/wav/40_1.wav,data/evaluation/rm/musicprefs/wav/40_0.wav,-13.207010269165039,-16.1197509765625,1
T2A,"A medium-tempo acoustic guitar instrumental with a dulcet harmony that is calming, soothing, melodic, eloquent, moving and emotional.",data/evaluation/rm/musicprefs/wav/42_1.wav,data/evaluation/rm/musicprefs/wav/42_0.wav,-13.1351318359375,-11.696390151977539,0
T2A,"Intense rock song with overdriven electric guitars, powerful drums, and a breakdown section.",data/evaluation/rm/musicprefs/wav/44_0.wav,data/evaluation/rm/musicprefs/wav/44_1.wav,-11.531981468200684,-13.114323616027832,1
T2A,Electronic noise created by mixing effects pedals without any instruments or vocals.,data/evaluation/rm/musicprefs/wav/46_1.wav,data/evaluation/rm/musicprefs/wav/46_0.wav,-14.947748184204102,-14.864110946655273,0
T2A,"Up-tempo and mellow drum and bass techno song with clapping hands, rim shots, and high tube bass synth.",data/evaluation/rm/musicprefs/wav/47_1.wav,data/evaluation/rm/musicprefs/wav/47_0.wav,-15.237907409667969,-15.877710342407227,1
T2A,"A conga percussion rhythm played in 6/8 time, recorded in mono with background noise.",data/evaluation/rm/musicprefs/wav/49_0.wav,data/evaluation/rm/musicprefs/wav/49_1.wav,-16.26998519897461,-15.59843635559082,0
T2A,"Electronic instrumental with a medium tempo, claviharp melody, keyboard accompaniment, and digital sounds creating a sinister and suspenseful atmosphere.",data/evaluation/rm/musicprefs/wav/52_1.wav,data/evaluation/rm/musicprefs/wav/52_0.wav,-15.264270782470703,-17.35384750366211,1
T2A,"Emotional orchestral piece with strings and electric guitar, creating a cinematic and sombre atmosphere.",data/evaluation/rm/musicprefs/wav/53_1.wav,data/evaluation/rm/musicprefs/wav/53_0.wav,-17.461301803588867,-14.645113945007324,0
T2A,A slow and captivating piano piece that evokes sombre and reflective emotions with simple yet effective motifs.,data/evaluation/rm/musicprefs/wav/54_0.wav,data/evaluation/rm/musicprefs/wav/54_1.wav,-15.875115394592285,-14.161036491394043,0
T2A,"Folk tune with accordion, bass, guitar, and violin playing an ascending melody in waltz time.",data/evaluation/rm/musicprefs/wav/55_1.wav,data/evaluation/rm/musicprefs/wav/55_0.wav,-13.378948211669922,-13.99898910522461,1
T2A,"An instrumental folk tune with a banjo and violin playing the melody simultaneously, evoking a western movie atmosphere.",data/evaluation/rm/musicprefs/wav/56_0.wav,data/evaluation/rm/musicprefs/wav/56_1.wav,-12.162893295288086,-13.041387557983398,1
T2A,"Romantic acoustic guitar melody with delay and reverb effects, fingerpicking, and descending notes.",data/evaluation/rm/musicprefs/wav/58_0.wav,data/evaluation/rm/musicprefs/wav/58_1.wav,-12.886110305786133,-14.015339851379395,1
T2A,Instrumental with medium tempo and improvised percussion playing steady rhythm and rattling sounds.,data/evaluation/rm/musicprefs/wav/60_0.wav,data/evaluation/rm/musicprefs/wav/60_1.wav,-15.002477645874023,-14.932519912719727,0
T2A,Melancholic instrumental theme from a movie soundtrack with a mellow synth tune.,data/evaluation/rm/musicprefs/wav/61_1.wav,data/evaluation/rm/musicprefs/wav/61_0.wav,-15.518406867980957,-17.6307315826416,1
T2A,"Tense string section with dissonant chords and atmospheric sounds, suitable for a suspenseful movie scene.",data/evaluation/rm/musicprefs/wav/62_0.wav,data/evaluation/rm/musicprefs/wav/62_1.wav,-17.28545379638672,-16.810354232788086,0
T2A,"A medium-tempo acoustic guitar instrumental with a dulcet harmony that is calming, soothing, melodic, eloquent, moving and emotional.",data/evaluation/rm/musicprefs/wav/63_0.wav,data/evaluation/rm/musicprefs/wav/63_1.wav,-15.073433876037598,-11.937231063842773,0
T2A,"Live performance of a passionate and easygoing folk song with accordion, acoustic guitar, bass, drums, saxophone and trumpet.",data/evaluation/rm/musicprefs/wav/64_0.wav,data/evaluation/rm/musicprefs/wav/64_1.wav,-12.333391189575195,-15.158686637878418,1
T2A,"A lively folk tune with violins leading the melody, celli playing chords, brass section playing a countermelody, and shakers providing rhythm.",data/evaluation/rm/musicprefs/wav/65_0.wav,data/evaluation/rm/musicprefs/wav/65_1.wav,-14.76947021484375,-13.977592468261719,0
T2A,Live instrumental with medium tempo and a captivating drum solo by a maestro percussionist.,data/evaluation/rm/musicprefs/wav/66_0.wav,data/evaluation/rm/musicprefs/wav/66_1.wav,-16.89826202392578,-17.002193450927734,1
T2A,"Upbeat instrumental with accordion, guitar, violin, and keyboard creating a cheerful and warm atmosphere, reminiscent of a movie soundtrack.",data/evaluation/rm/musicprefs/wav/67_0.wav,data/evaluation/rm/musicprefs/wav/67_1.wav,-14.526848793029785,-15.32654857635498,1
T2A,"Loud and grating drumline music with screechy bagpipe, active bass drum, and marching snare drum.",data/evaluation/rm/musicprefs/wav/68_0.wav,data/evaluation/rm/musicprefs/wav/68_1.wav,-13.8073148727417,-17.242504119873047,1
T2A,Dramatic contemporary classical piano piece with accentuated playing style suitable for documentary or mystery/horror video game soundtrack.,data/evaluation/rm/musicprefs/wav/69_0.wav,data/evaluation/rm/musicprefs/wav/69_1.wav,-14.859685897827148,-13.83614730834961,0
T2A,"Fast-paced electronic instrumental with digital drums, synthesizer arrangements, and DJ mixer effects, played live outdoors with enthusiastic audience participation.",data/evaluation/rm/musicprefs/wav/71_0.wav,data/evaluation/rm/musicprefs/wav/71_1.wav,-16.452316284179688,-13.879531860351562,0
T2A,A blend of sitar and acoustic guitar with a buzzing background instrument creates a calming Eastern sound.,data/evaluation/rm/musicprefs/wav/72_0.wav,data/evaluation/rm/musicprefs/wav/72_1.wav,-14.8712797164917,-15.959644317626953,1
T2A,"Live performance with distant trumpet melody, energetic cymbals, snare roll and metallic percussion played with high energy.",data/evaluation/rm/musicprefs/wav/73_0.wav,data/evaluation/rm/musicprefs/wav/73_1.wav,-15.584707260131836,-13.701004028320312,0
T2A,A suspenseful and intense electric guitar melody with groovy bass guitar and synth bells melody played over shimmering cymbals in a noisy and mono recording.,data/evaluation/rm/musicprefs/wav/75_0.wav,data/evaluation/rm/musicprefs/wav/75_1.wav,-14.422189712524414,-17.402095794677734,1
T2A,"Upbeat indie rock instrumental with piano melody, simple percussion, distortion guitar, and bass.",data/evaluation/rm/musicprefs/wav/76_0.wav,data/evaluation/rm/musicprefs/wav/76_1.wav,-12.696151733398438,-14.037847518920898,1
T2A,"Classical music piece with a gentle piano tune and a theremin playing the main melody, creating a unique and heart-touching atmosphere suitable for an animation movie/TV series.",data/evaluation/rm/musicprefs/wav/77_1.wav,data/evaluation/rm/musicprefs/wav/77_0.wav,-12.088785171508789,-12.821795463562012,1
T2A,"Sophisticated jazz piece with saxophone solo, tuba bass line, electric guitar chords, and acoustic drums playing rhythm.",data/evaluation/rm/musicprefs/wav/78_0.wav,data/evaluation/rm/musicprefs/wav/78_1.wav,-13.835018157958984,-15.402706146240234,1
T2A,Playful melody played on glockenspiel with electronic accompaniment featuring bass notes and chords.,data/evaluation/rm/musicprefs/wav/79_0.wav,data/evaluation/rm/musicprefs/wav/79_1.wav,-16.105792999267578,-17.711910247802734,1
T2A,"Minimalist instrumental music with synthesizer articulation and sound effects of wind, beep, and vinyl record scratch.",data/evaluation/rm/musicprefs/wav/82_0.wav,data/evaluation/rm/musicprefs/wav/82_1.wav,-15.853609085083008,-16.96611213684082,1
T2A,"Upbeat instrumental with accordion, guitar, violin, and keyboard creating a cheerful and warm atmosphere, reminiscent of a movie soundtrack.",data/evaluation/rm/musicprefs/wav/83_0.wav,data/evaluation/rm/musicprefs/wav/83_1.wav,-12.628531455993652,-12.78594970703125,1
T2A,"An alternative/indie song with groovy bass, punchy drums, piano chords, and synth melodies that create an addictive and retro sound.",data/evaluation/rm/musicprefs/wav/84_0.wav,data/evaluation/rm/musicprefs/wav/84_1.wav,-14.133753776550293,-15.695037841796875,1
T2A,Monophonic recording of a didgeridoo playing a low and modulating tone with a buzzy sound.,data/evaluation/rm/musicprefs/wav/85_0.wav,data/evaluation/rm/musicprefs/wav/85_1.wav,-14.43724250793457,-16.189815521240234,1
T2A,"A short string melody accompanied by background noises of wind, goat and low horns, suitable for a war/adventure video-game.",data/evaluation/rm/musicprefs/wav/86_1.wav,data/evaluation/rm/musicprefs/wav/86_0.wav,-14.097705841064453,-14.455636978149414,1
T2A,Recording of an electric guitar playing a chord and blues licks with a clean and compressed tone.,data/evaluation/rm/musicprefs/wav/88_0.wav,data/evaluation/rm/musicprefs/wav/88_1.wav,-17.803464889526367,-17.204750061035156,0
T2A,"Live rock performance with electric guitar, bass guitar, and drums, but with poor audio quality.",data/evaluation/rm/musicprefs/wav/89_1.wav,data/evaluation/rm/musicprefs/wav/89_0.wav,-14.565045356750488,-14.7915620803833,1
T2A,Indian classical instrumental tune featuring a duet of nadaswaram with emotional and lyrical melodies.,data/evaluation/rm/musicprefs/wav/90_1.wav,data/evaluation/rm/musicprefs/wav/90_0.wav,-12.963250160217285,-12.390009880065918,0
T2A,"Energetic instrumental with medium tempo, slick drumming, strong bass line, and blues guitar solo.",data/evaluation/rm/musicprefs/wav/91_0.wav,data/evaluation/rm/musicprefs/wav/91_1.wav,-13.831937789916992,-12.95720386505127,0
T2A,"Live performance of a jazzy swing groove with acoustic drums and multiple steel drums playing bass, chords, and melody.",data/evaluation/rm/musicprefs/wav/92_0.wav,data/evaluation/rm/musicprefs/wav/92_1.wav,-16.34621810913086,-16.437896728515625,1
T2A,"Live performance of a passionate and easygoing folk song with accordion, acoustic guitar, bass, drums, saxophone and trumpet.",data/evaluation/rm/musicprefs/wav/93_1.wav,data/evaluation/rm/musicprefs/wav/93_0.wav,-12.644417762756348,-17.25585174560547,1
T2A,"A cheerful and playful melody played on a banjo with arpeggios and strumming, recorded in low quality.",data/evaluation/rm/musicprefs/wav/95_0.wav,data/evaluation/rm/musicprefs/wav/95_1.wav,-10.727848052978516,-13.585293769836426,1
T2A,"Epic and complex classical song played by an orchestra with string, horn, and brass sections, and a victorious mood.",data/evaluation/rm/musicprefs/wav/96_0.wav,data/evaluation/rm/musicprefs/wav/96_1.wav,-11.620515823364258,-14.849750518798828,1
T2A,"A didgeridoo melody played outdoors with natural sounds in the background, recorded in mono with some noise.",data/evaluation/rm/musicprefs/wav/98_0.wav,data/evaluation/rm/musicprefs/wav/98_1.wav,-17.190692901611328,-16.31694221496582,0
T2A,"A piano arpeggio melody with reverb and environmental sounds, suitable for amateur video intros or outros.",data/evaluation/rm/musicprefs/wav/99_1.wav,data/evaluation/rm/musicprefs/wav/99_0.wav,-15.74951457977295,-16.485504150390625,1
T2A,"Upbeat funk song with two guitars, fast percussion, and a continuous bass pattern, recorded live with crowd noise.",data/evaluation/rm/musicprefs/wav/100_1.wav,data/evaluation/rm/musicprefs/wav/100_0.wav,-15.497114181518555,-14.961078643798828,0
T2A,Fast-paced blues instrumental rock song with aggressive acoustic guitar strumming and a mix of open and palm-muted techniques.,data/evaluation/rm/musicprefs/wav/101_0.wav,data/evaluation/rm/musicprefs/wav/101_1.wav,-15.149250030517578,-13.732316970825195,0
T2A,"Live recording of a mellow hip hop song with a relaxed drum beat and bassline, featuring live DJ scratching.",data/evaluation/rm/musicprefs/wav/102_1.wav,data/evaluation/rm/musicprefs/wav/102_0.wav,-14.860313415527344,-14.788201332092285,0
T2A,Live performance of a slow melody on distorted electric guitar with acoustic drums and bassline.,data/evaluation/rm/musicprefs/wav/103_1.wav,data/evaluation/rm/musicprefs/wav/103_0.wav,-16.804201126098633,-14.85693359375,0
T2A,"Electronic instrumental with a medium tempo, claviharp melody, keyboard accompaniment, and digital sounds creating a sinister and suspenseful atmosphere.",data/evaluation/rm/musicprefs/wav/105_1.wav,data/evaluation/rm/musicprefs/wav/105_0.wav,-17.710580825805664,-16.431846618652344,0
T2A,"Upbeat indie rock instrumental with piano melody, simple percussion, distortion guitar, and bass.",data/evaluation/rm/musicprefs/wav/107_0.wav,data/evaluation/rm/musicprefs/wav/107_1.wav,-13.514426231384277,-11.695347785949707,0
T2A,"Cinematic composition with percussion taking the lead, accompanied by a short melody played by strings, flutes, and oboes.",data/evaluation/rm/musicprefs/wav/108_0.wav,data/evaluation/rm/musicprefs/wav/108_1.wav,-18.05752182006836,-14.954412460327148,0
T2A,"Classical harpsichord piece with suspenseful and haunting tones, accompanied by low sustained cellos.",data/evaluation/rm/musicprefs/wav/109_0.wav,data/evaluation/rm/musicprefs/wav/109_1.wav,-15.221270561218262,-15.509872436523438,1
T2A,"Upbeat and funky tune with digital drums, rhythmic guitar chords, and high-register synth strings.",data/evaluation/rm/musicprefs/wav/110_1.wav,data/evaluation/rm/musicprefs/wav/110_0.wav,-14.767309188842773,-15.433414459228516,1
T2A,"Fast-paced electronic instrumental with digital drums, synthesizer arrangements, and DJ mixer effects, played live outdoors with enthusiastic audience participation.",data/evaluation/rm/musicprefs/wav/111_0.wav,data/evaluation/rm/musicprefs/wav/111_1.wav,-16.452316284179688,-13.228090286254883,0
T2A,"Latin instrumental music played by a medium-sized band with saxophones, trumpets, trombones, bass guitar, drums, and electric guitar.",data/evaluation/rm/musicprefs/wav/112_1.wav,data/evaluation/rm/musicprefs/wav/112_0.wav,-12.76138687133789,-13.440445899963379,1
T2A,"Live electric guitar performance with arpeggiated chords and warm tone, creating a peaceful atmosphere for a relaxing walk.",data/evaluation/rm/musicprefs/wav/113_0.wav,data/evaluation/rm/musicprefs/wav/113_1.wav,-13.438440322875977,-13.972763061523438,1
T2A,"An instrumental with a medium tempo featuring a beginner playing the banjo, but with poor audio quality.",data/evaluation/rm/musicprefs/wav/114_1.wav,data/evaluation/rm/musicprefs/wav/114_0.wav,-13.397795677185059,-16.704620361328125,1
T2A,A cheerful and high-pitched trumpet solo with contrasting low notes.,data/evaluation/rm/musicprefs/wav/115_0.wav,data/evaluation/rm/musicprefs/wav/115_1.wav,-13.224526405334473,-13.61769962310791,1
T2A,"A conga percussion rhythm played in 6/8 time, recorded in mono with background noise.",data/evaluation/rm/musicprefs/wav/116_1.wav,data/evaluation/rm/musicprefs/wav/116_0.wav,-14.844897270202637,-15.027371406555176,1
T2A,"Relaxing instrumental with piano and French horn, featuring an ascending progression and arpeggiated chords.",data/evaluation/rm/musicprefs/wav/117_0.wav,data/evaluation/rm/musicprefs/wav/117_1.wav,-14.272817611694336,-12.336587905883789,0
T2A,Electronic shuffle music with a telephone sound effect and drum & bass influence.,data/evaluation/rm/musicprefs/wav/118_1.wav,data/evaluation/rm/musicprefs/wav/118_0.wav,-16.34476089477539,-15.993215560913086,0
T2A,"Live instrumental cover of a rock song featuring cello, clarinet, bass clarinet, and trombone in medium tempo.",data/evaluation/rm/musicprefs/wav/119_0.wav,data/evaluation/rm/musicprefs/wav/119_1.wav,-13.882798194885254,-14.664525985717773,1
T2A,"Live bar music with acoustic drums, bassline, harmonica, and e-guitar playing a mid-range melody.",data/evaluation/rm/musicprefs/wav/120_0.wav,data/evaluation/rm/musicprefs/wav/120_1.wav,-15.373085021972656,-14.238505363464355,0
T2A,"Live performance with distant trumpet melody, energetic cymbals, snare roll and metallic percussion played with high energy.",data/evaluation/rm/musicprefs/wav/121_0.wav,data/evaluation/rm/musicprefs/wav/121_1.wav,-15.584707260131836,-15.8548583984375,1
T2A,"An instrumental Synth Rock/Progressive Rock piece with atmospheric synthesizers, subtle bass lines, and digital sounds that create a psychedelic and meditative vibe.",data/evaluation/rm/musicprefs/wav/122_0.wav,data/evaluation/rm/musicprefs/wav/122_1.wav,-15.576138496398926,-14.429499626159668,0
T2A,"Acoustic guitar and harmonica create a folksy atmosphere, reminiscent of a campfire gathering.",data/evaluation/rm/musicprefs/wav/124_0.wav,data/evaluation/rm/musicprefs/wav/124_1.wav,-14.390212059020996,-12.91458511352539,0
T2A,Monophonic recording of a didgeridoo playing a low and modulating tone with a buzzy sound.,data/evaluation/rm/musicprefs/wav/125_0.wav,data/evaluation/rm/musicprefs/wav/125_1.wav,-16.544876098632812,-15.126672744750977,0
T2A,"An orchestral piece with an idyllic feel, featuring an organ lead, flutes, and rhythm section, used as background music for an animated TV show.",data/evaluation/rm/musicprefs/wav/126_0.wav,data/evaluation/rm/musicprefs/wav/126_1.wav,-14.701156616210938,-14.622353553771973,0
T2A,"Techno track with digital drums, synth lead, and reversed digital sounds creating a high pitch note.",data/evaluation/rm/musicprefs/wav/127_0.wav,data/evaluation/rm/musicprefs/wav/127_1.wav,-16.190242767333984,-14.516724586486816,0
T2A,"An alternative/indie song with groovy bass, punchy drums, piano chords, and synth melodies that create an addictive and retro sound.",data/evaluation/rm/musicprefs/wav/129_1.wav,data/evaluation/rm/musicprefs/wav/129_0.wav,-13.995109558105469,-15.695037841796875,1
T2A,"Classical music piece with a gentle piano tune and a theremin playing the main melody, creating a unique and heart-touching atmosphere suitable for an animation movie/TV series.",data/evaluation/rm/musicprefs/wav/130_0.wav,data/evaluation/rm/musicprefs/wav/130_1.wav,-12.821795463562012,-13.616194725036621,1
T2A,"Fast-paced Western Classical music with lively violin harmony, electric cello, piano and string accompaniments that are colourful, well-layered, dense, rich, full, pleasant, cheerful, merry and elegant.",data/evaluation/rm/musicprefs/wav/131_0.wav,data/evaluation/rm/musicprefs/wav/131_1.wav,-15.406560897827148,-14.800312042236328,0
T2A,"Folk melody played by violins and flutes with hand claps, suitable for a happy medieval movie scene.",data/evaluation/rm/musicprefs/wav/132_1.wav,data/evaluation/rm/musicprefs/wav/132_0.wav,-15.021228790283203,-13.91988754272461,0
T2A,"An instrumental piece with gamelan lead and hand percussion, featuring medium tempo, melodic sounds, and harmony from metal bowls or plates.",data/evaluation/rm/musicprefs/wav/136_1.wav,data/evaluation/rm/musicprefs/wav/136_0.wav,-15.30805492401123,-14.70849609375,0
T2A,A meditative piece featuring two music bowls with sustained notes and no other instruments or vocals.,data/evaluation/rm/musicprefs/wav/137_0.wav,data/evaluation/rm/musicprefs/wav/137_1.wav,-16.454673767089844,-16.112314224243164,0
T2A,"A slow and soothing instrumental with a melancholic violin harmony, banjo and resonator accompaniment, chimes, and a sharp tinkle, using country-style instrumentation.",data/evaluation/rm/musicprefs/wav/138_1.wav,data/evaluation/rm/musicprefs/wav/138_0.wav,-14.547701835632324,-14.515178680419922,0
T2A,"Orchestral music with emotional and passionate wide violin melody and low cello, reminiscent of old cartoons.",data/evaluation/rm/musicprefs/wav/139_1.wav,data/evaluation/rm/musicprefs/wav/139_0.wav,-13.615851402282715,-13.635638236999512,1
T2A,Electric guitar solo over a loud rock instrumental with a noisy recording.,data/evaluation/rm/musicprefs/wav/140_0.wav,data/evaluation/rm/musicprefs/wav/140_1.wav,-14.980854034423828,-14.979695320129395,0
T2A,Electronic noise created by mixing effects pedals without any instruments or vocals.,data/evaluation/rm/musicprefs/wav/141_1.wav,data/evaluation/rm/musicprefs/wav/141_0.wav,-14.947748184204102,-16.55437469482422,1
T2A,"Epic and complex classical song played by an orchestra with string, horn, and brass sections, and a victorious mood.",data/evaluation/rm/musicprefs/wav/142_0.wav,data/evaluation/rm/musicprefs/wav/142_1.wav,-12.94758415222168,-14.849750518798828,1
T2A,"Electronic soundscape created by a theremin with no melody or vocals, suitable for sci-fi movie soundtracks.",data/evaluation/rm/musicprefs/wav/143_1.wav,data/evaluation/rm/musicprefs/wav/143_0.wav,-15.596007347106934,-16.966304779052734,1
T2A,"A medium-tempo acoustic guitar instrumental with a dulcet harmony that is calming, soothing, melodic, eloquent, moving and emotional.",data/evaluation/rm/musicprefs/wav/145_0.wav,data/evaluation/rm/musicprefs/wav/145_1.wav,-13.1351318359375,-12.408817291259766,0
T2A,"Middle Eastern song with intricate accordion melody and traditional percussion, suitable for belly dancing.",data/evaluation/rm/musicprefs/wav/146_0.wav,data/evaluation/rm/musicprefs/wav/146_1.wav,-12.666519165039062,-13.988560676574707,1
T2A,"Classical music piece with a gentle piano tune and a theremin playing the main melody, creating a unique and heart-touching atmosphere suitable for an animation movie/TV series.",data/evaluation/rm/musicprefs/wav/147_0.wav,data/evaluation/rm/musicprefs/wav/147_1.wav,-12.76390266418457,-13.616194725036621,1
T2A,"Middle Eastern song with intricate accordion melody and traditional percussion, suitable for belly dancing.",data/evaluation/rm/musicprefs/wav/148_0.wav,data/evaluation/rm/musicprefs/wav/148_1.wav,-14.519813537597656,-13.988560676574707,0
T2A,"Classical Carnatic instrumental with medium tempo, tabla percussion, and stringed instruments playing harmony.",data/evaluation/rm/musicprefs/wav/149_0.wav,data/evaluation/rm/musicprefs/wav/149_1.wav,-15.43699836730957,-15.11400318145752,0
T2A,"Cinematic composition with percussion taking the lead, accompanied by a short melody played by strings, flutes, and oboes.",data/evaluation/rm/musicprefs/wav/150_0.wav,data/evaluation/rm/musicprefs/wav/150_1.wav,-14.819381713867188,-14.248251914978027,0
